post_type,text
0,"['ตามหา', 'น้อง', 'แมว', 'ภาพ', 'บ', 'หาย', 'บริเวณ', 'บ้าน', 'หน้า', 'ร้าน', 'subscrib', 'พบเห็น', 'ติดต่อ', 'เบอร์', '0971234303', 'ขอบคุณ', 'หาย', 'คาด', 'น้อง', 'เที่ยวเตร่']"
3,"['ตามหา', 'สัญญา', 'หอ', 'งับ', 'st', 'place', 'atom', 'place', 's', '9', 'resid', 'the', 'mira', 'ทำสัญญา', 'เดือน', 'ธันวาคม', 'ค้าบ', 'หอ', 'แนะนำ', 'งับ', 'เรท', 'ราคา', 'ห้อง', '7000', 'บาท', 'น้า']"
0,"['คน', 'กระเป๋า', 'ฝาก', 'ร้าน', 'เจ๊โหด', 'ตลาดชิว', 'ชิว', 'เจ้าของ', 'ติดต่อ', 'รับคืน']"
1,"['ปุกาด', 'ปุกาด', 'ดด', 'ร้าน', 'เจ๊', 'โหด', 'พี่', 'หญิง', 'อาหารตาม', 'สั่ง', 'แล้วน้า', 'ย้าย', 'ร้าน', 'มาตรง', 'โค้ง', 'มอ', 'วินมอเตอร์', 'ไซต์', 'ข้าม', 'สะพาน', 'เหล็ก', 'เข้าไป', 'เล้ย', 'ยย', 'รายการอาหาร', 'เริ่มต้น', '55', 'บาท', 'ฟรี', 'ซอย', '11', 'บริเวณ', 'ใกล้เคียง', 'ร้าน', '0830', '1730', 'น', 'โทรสั่ง', 'เบอร์', '0894953853', 'Line', 'f', '2536', 'k', '2533']"
3,"['ตามหา', 'หนังสือ', 'Human', 'relations', 'ปี', '6164', 'ต้องการ', '3', 'เล่ม', 'ส่งต่อ', 'เม้น', 'โพสต์']"
1,"['ขาย', 'สัญญา', 'หอ', 'พัก', 'บ้าน', 'ร่มเย็น', 'สุข', '8500', 'บาท', 'ปกติ', '10000', 'ซอย', '171', 'ติด', 'ซอย', '19', 'มหาลัย', 'รถ', 'พี่วิน', 'เต็ม', 'หน้า', 'ซอย', '19', 'พี่', 'วิน', '20', 'บาท', 'ม', 'โพสขาย', 'ล่วงหน้า', 'ผม', 'หอ', '18', 'พฤศจิกายน', 'สนใจ', 'inbox', 'หอ', 'เดือน', '5000', 'บาท', 'น้ำ', '17', 'ไฟ', '5']"
1,"['ขาย', 'สัญญา', 'หอ', 'พัก', 'บ้าน', 'ร่มเย็น', 'สุข', '9000', 'บาท', 'ปกติ', '10000', 'ซอย', '171', 'ติด', 'ซอย', '19', 'มหาลัย', 'รถ', 'พี่วิน', 'เต็ม', 'หน้า', 'ซอย', '19', 'พี่', 'วิน', '20', 'บาท', 'ม', 'โพสขาย', 'ล่วงหน้า', 'ผม', 'หอ', '18', 'พฤศจิกายน', 'สนใจ', 'inbox', 'หอ', 'เดือน', '5000', 'บาท']"
3,"['แถว', 'มอ', 'พวงมาลัย', 'ขาย', 'ซื้อ', 'เพื่อน', 'สรุป', 'วิชา']"
1,"['ปล่อย', 'บัตร', 'blackbeans', 'Safeplanet', 'ซับ', 'วันที่', '27', '1', 'ใบ', '250', 'บาท']"
3,"['คอร์ดแบตตึก', '72', 'กี่', 'โมง']"
1,"['ขาย', 'งับ', 'ใส่', 'หิ้ว', 'กล่อง', 'ขาย', 'ใส่', 'เบอร์', '104041', '1400', 'b', 'นัด', 'มอ', 'ครับผม']"
1,"['มจพ', 'ขาย', 'พัดลม', 'แอร์', 'ล้อเลื่อน', 'Hatari', 'เจล', 'เย็น', 'รีโหมด', 'จอ', 'เย็น', 'งาน', 'ปกติ', '1200', '฿', 'เครื่อง', 'ปิ้ง', 'ขนม', 'ปัง', '300', '฿', 'imarflex', '2', 'ชิ้น', 'ลด', '1500', '฿', '1300', '฿', 'ลด', 'บริการ', 'ระแวก', '11', 'พื้นที่', 'ห่างไกล', 'บวกค่า', '50', '฿']"
1,"['ขายบัตร', 'big', 'mountain', '2022', 'จำนวน', '1', 'ใบ', 'บัตร', 'แข็ง', 'ราคา', 'ใบ', '1650', 'บาท', 'นัด', 'หน้า', 'มอ', 'ตลาดเตาปูน', 'ซ่อน', 'mrt', 'bts', 'ใกล้เคียง', 'ขาย', 'สะดวก']"
3,"['หา', 'คอนโด', 'จอด', 'รถ', 'เดินทาง', 'มามหาลัย', 'สะดวก', 'mrt']"
3,"['เบอร์', 'ร้าน', 'ลุง', 'ขาย', 'คอ', 'หมู', 'ย่าง', 'ไส้', 'ย่าง', 'วัด', 'ไหม', 'โทร', 'ถาม', 'แน่ใจ', 'ก่อนที่จะ', 'ซื้อ', 'เค้า', 'ป่าว']"
1,"['ขาย', 'สัญญา', 'หอพัก', 'ชาย', 'จินตนา', 'พิกัด', 'ออกจาก', 'ประตู', 'มอ', 'เลี้ยวซ้าย', 'ตรงข้าม', 'หอพัก', 'หญิง', 'กานต์', 'เดิน', 'ทางเข้า', 'มอ', 'สะดวก', 'สัญญา', '7000', 'ปกติ', '8000', 'ลด', 'ib', 'คุย', 'รายละเอียด', 'ห้อง', 'ราคา', '4600', 'เดือน', 'ค่าน้ำ', '18', 'ไฟ', '8', 'มีระบบ', 'รักษา', 'ความปลอดภัย', 'เข้าออก', 'keycard', 'คน', 'ดูแล', 'หอ', 'กลางวัน', 'เครื่องซักผ้า', 'หอ', 'โต๊ะ', 'เก้าอี้', 'ตู้เสื้อผ้า', 'สัญญา', 'ค่าเช่า', 'ล่วงหน้า', '1', 'เดือน', '7000460011600', 'ลด', 'ib', 'คุย']"
0,"['ใคน', 'air', 'pod', 'ตก', 'ตึก', '40', 'ชั้น', '3', 'ไหม']"
3,"['ซื้อ', 'English', 'work', 'จำนวน', '2', 'เล่ม', 'ปล่อย', 'หนังสือ']"
1,['ขาย']
0,"['กุญแจ', 'รถ', 'ทัก', 'คับ', 'โต๊ะ', 'ลาน', 'มะเร็ง']"
0,"['บัตร', 'ปชช', 'หาย', 'ร้าน', 'ปิ้ง', 'ย่าง', 'ปัก', 'หมุด', 'กรุ', 'ย่าง']"
0,"['ตามหา', 'airpod', 'ภาพ', 'เคส', 'สี', 'ดำ', 'หูฟัง', 'ข้างใน', 'เครื่อง', 'เปล่าๆ', 'ตัว', 'หูฟัง', 'ผม', 'หาย', 'ตึก', '52', 'ขอบคุณ']"
1,"['ขาย', 'สัญญา', 'หอ', 'พักหญิงกาญจน์', 'ห้อง', 'ตึก', 'ตึก', '3', 'ติด', 'บ้านเรือน', 'ไทย', 'ชั้น', '5', 'ลมเย็น', 'ตอน', 'เช้า', 'แดด', 'แรง', 'เสียง', 'สงบ', 'เดิน', 'เหนื่อย', 'ประตู', 'มอ', 'เลี้ยว', 'ซ้าย', 'ตรงข้าม', 'หอ', 'ชาย', 'จินตนา', 'เดินทาง', 'สะดวก', 'ร้าน', 'อาหาร', 'จิปาถะ', 'เจ้าของ', 'หอใจ', 'ดี', 'ซ่อม', 'ติดต่อ', 'เจ้าของ', 'หอ', 'ดูแล', 'หอคอย', 'ทำ', 'สะอาด', 'จอด', 'รถ', 'มอเตอร์ไซค์', 'รายละเอียด', 'ใช้จ่าย', 'สัญญา', 'ประกัน', 'ห้อง', '10000', 'บาท', 'ห้อง', 'เดือน', '5000', 'บาท', '15000', 'บาท', 'สัญญา', '1', 'ปี', 'ตอน', '9', 'เดือน', 'เดือน', 'พฤศจิกรกฎา', 'สัญญา', 'เดือน', 'กรกฎาคม', 'พศ', '2566', 'รายละเอียด', 'ห้อง', 'ห้อง', 'เดือน', '5000', 'บาท', 'น้ำ', '8', 'บาท', 'ต่ำ', '50', 'บาท', 'เดือน', 'ไฟ', '18', 'บาท', 'กลาง', 'กุญแจ', 'พร้อมคีย์การ์ด', '1', 'ชุด', 'อำนวย', 'สะดวก', 'หอ', 'เครื่อง', 'ซัก', 'ผ้า', 'ชั้น', '1', '3', 'เครื่อง', 'เครื่อง', 'กรอง', 'น้ำ', 'ชั้น', '1', '1', 'เครื่อง', 'ตู้', 'กดเซเว่น', '1', 'เครื่อง', 'กิน', 'เครื่อง', 'ไฟฟ้า', 'เฟอร์นิเจอร์', 'ห้อง', 'แอร์', 'ตู้', 'เสื้อผ้า', 'เตียง', '5', 'ฟุต', 'โต๊ะ', '1', 'ตัว', 'เก้าอี้', '2', 'ตัว', 'ระเบียบ', 'ราว', 'ตาก', 'ผ้า', 'ตา', 'ข่าย', 'นก', 'ห้องน้ำ', 'ชั้น', 'วาง', '2', 'ตำแหน่ง', 'ฝัก', 'บัว', 'หน้า', 'กระจก', 'FREE', 'WIFI', '1', 'USER', '2', 'เครื่อง', 'สนใจ', 'ib', 'สอบถาม', 'ติดต่อ', 'ดู', 'ห้อง', 'แจ้ง', 'ปลรูป', 'หน้า', 'ตึก', 'ถ่าย', 'ตอน', 'กลาง', 'คืน', 'ฝน', 'ตก', 'ปกติ', 'มืด', 'วังเวง', 'ห้อง', 'ทำ', 'สะอาด', 'เรียบร้อย', 'รูป', 'ห้อง', 'เจ้าของ', 'หอ', 'ห้อง']"
1,"['ขาย', 'สัญญา', 'หอพัก', 'หญิง', 'กาญจน์', 'ห้อง', 'ตึก', 'ตึก', '3', 'ติดกับ', 'บ้านเรือน', 'ไทย', 'ชั้น', '5', 'ลม', 'เย็น', 'ตอนเช้า', 'แดด', 'แรง', 'เสียง', 'สงบ', 'เดิน', 'เหนื่อย', 'ประตู', 'มอ', 'ออกมา', 'เลี้ยวซ้าย', 'ตรงข้าม', 'หอ', 'ชาย', 'จินตนา', 'เดินทาง', 'สะดวก', 'ร้านอาหาร', 'จิปาถะ', 'เจ้าของ', 'หอ', 'ใจ', 'ดีมาก', 'ซ่อม', 'ติดต่อ', 'เจ้าของ', 'หอ', 'ผู้ดูแล', 'หอคอย', 'ทำความสะอาด', 'ที่จอดรถ', 'มอเตอร์ไซค์', 'คนนอก', 'เจ้าของ', 'หอ', 'เคร่ง', 'ประสบการณ์', 'รายละเอียด', 'ค่าใช้จ่าย', 'สัญญา', 'ประกัน', 'ห้อง', '10000', 'บาท', 'ห้อง', 'เดือน', '5000', 'บาท', '15000', 'บาท', 'สัญญา', '1', 'ปี', 'ตอนนี้', 'เหลือประมาณ', '89', 'เดือน', 'เดือน', 'ตุลา', 'กรกฎา', 'หมดสัญญา', 'เดือน', 'กรกฎาคม', 'พศ', '2566', 'เปิดเทอม', 'รายละเอียด', 'ห้อง', 'ห้อง', 'เดือน', '5000', 'บาท', 'ค่าน้ำ', '8', 'บาท', 'ขั้นต่ำ', '50', 'บาท', 'เดือน', 'ไฟ', '18', 'บาท', 'มีค่า', 'ส่วนกลาง', 'กุญแจ', 'คีย์', 'การ์ด', '1', 'ชุด', 'สิ่งอำนวยความสะดวก', 'หอ', 'เครื่องซักผ้า', 'ชั้น', '1', '3', 'เครื่อง', 'เครื่องกรองน้ำ', 'ชั้น', '1', '1', 'เครื่อง', 'ตู้', 'กด', 'เซเว่น', '1', 'เครื่อง', 'ของกิน', 'เครื่องใช้ไฟฟ้า', 'เฟอร์นิเจอร์', 'ห้อง', 'แอร์', 'ตู้เสื้อผ้า', 'เตียง', '5', 'ฟุต', 'โต๊ะ', '1', 'ตัว', 'เก้าอี้', '2', 'ตัว', 'ระเบียบ', 'ราวตากผ้า', 'ตาข่าย', 'นก', 'ห้องน้ำ', 'ชั้นวางของ', '2', 'ตำแหน่ง', 'ฝักบัว', 'หน้า', 'กระจก', 'free', 'wifi', '1', 'user', 'ใช้ได้', '2', 'เครื่อง', 'สนใจ', 'ib', 'สอบถาม', 'ติดต่อ', 'ดู', 'ห้อง', 'แจ้ง', 'ปล', 'รูปหน้า', 'ตึก', 'ถ่าย', 'ตอนกลางคืน', 'ฝนตก', 'โดยปกติ', 'มืด', 'แล้วก็', 'วังเวง', 'ห้อง', 'ทำความสะอาด', 'เรียบร้อย']"
1,"['ขาย', 'สัญญา', 'หอพัก', 'หญิง', 'กาญจน์', 'ห้อง', 'ตึก', 'ตึก', '3', 'ติดกับ', 'บ้านเรือน', 'ไทย', 'ชั้น', '5', 'ลม', 'เย็น', 'ตอนเช้า', 'แดด', 'แรง', 'เสียง', 'สงบ', 'ประตู', 'มอ', 'ออกมา', 'เลี้ยวซ้าย', 'ตรงข้าม', 'หอ', 'ชาย', 'จินตนา', 'เดินทาง', 'สะดวก', 'ร้านอาหาร', 'จิปาถะ', 'เจ้าของ', 'หอ', 'ใจ', 'ดีมาก', 'ซ่อม', 'ติดต่อ', 'เจ้าของ', 'หอ', 'ผู้ดูแล', 'หอคอย', 'ทำความสะอาด', 'ที่จอดรถ', 'มอเตอร์ไซค์', 'รายละเอียด', 'ค่าใช้จ่าย', 'สัญญา', 'ประกัน', 'ห้อง', '10000', 'บาท', 'ห้อง', 'เดือน', '5000', 'บาท', '15000', 'บาท', 'สัญญา', '1', 'ปี', 'ตอนนี้', 'เหลือประมาณ', '89', 'เดือน', 'หมดสัญญา', 'เดือน', 'กรกฎาคม', 'พศ', '2566', 'รายละเอียด', 'ห้อง', 'ห้อง', 'เดือน', '5000', 'บาท', 'ค่าน้ำ', '8', 'บาท', 'ขั้นต่ำ', '50', 'บาท', 'เดือน', 'ไฟ', '18', 'บาท', 'มีค่า', 'ส่วนกลาง', 'กุญแจ', 'คีย์', 'การ์ด', '1', 'ชุด', 'สิ่งอำนวยความสะดวก', 'หอ', 'เครื่องซักผ้า', 'ชั้น', '1', '3', 'เครื่อง', 'เครื่องกรองน้ำ', 'ชั้น', '1', '1', 'เครื่อง', 'ตู้', 'กด', 'เซเว่น', '1', 'เครื่อง', 'ของกิน', 'เครื่องใช้ไฟฟ้า', 'เฟอร์นิเจอร์', 'ห้อง', 'แอร์', 'ตู้เสื้อผ้า', 'เตียง', '5', 'ฟุต', 'โต๊ะ', '1', 'ตัว', 'เก้าอี้', '2', 'ตัว', 'ระเบียบ', 'ราวตากผ้า', 'ตาข่าย', 'นก', 'ห้องน้ำ', 'ชั้นวางของ', '2', 'ตำแหน่ง', 'ฝักบัว', 'หน้า', 'กระจก', 'free', 'wifi', '1', 'user', 'ใช้ได้', '2', 'เครื่อง', 'สนใจ', 'ib', 'สอบถาม']"
0,"['ประกาศ', 'หาย', 'ถุง', 'ซิป', 'ล็อค', 'ใส', 'ขนาดเล็ก', 'หล่น', 'ตึก', 'คณะ', 'วิทยาศาสตร์ประยุกต์', 'ชั้น', '2', 'ข้างใน', 'เรียญ', 'สิบ', 'บาท', 'เหรียญ', 'เจอ', 'ติด', 'ต่อมา', 'ตัง', 'ค่ารถ', 'เมย์', 'tttt']"
0,"['สอบถาม', 'ถอน', 'วิชา', 'เรียน', 'วิชา', 'นึง', 'ตารางเรียน', 'วิชา', 'หาย', 'วิชา', 'โผล่', 'เลข', 'ที่นั่ง', 'สอบ', 'ทำ']"
1,"['ส่งต่อ', 'เข็ม', 'ติ', 'ดอก', 'เข็มขัด', 'มจพ']"
1,"['ญาต', 'ฝาก', 'ขาย', 'ตู้', 'เย็น', 'สภาพ', 'นางฟ้า', 'แช่', 'เบียร์', 'น้ำ', 'ราคา', '3200', 'บาท', 'พัดลม', 'มิสซู', '16', 'นิ้ว', '500', 'บาท', 'ขาย', 'ย้าย', 'คอนโด']"
1,"['ขายบัตร', 'big', 'mountain', '2022', 'จำนวน', '4', 'ใบ', 'ใบ', '1650', '฿', 'นัด', 'มอ', 'คับบ', 'ทริปล่ม', 'งาน', 'ประจำ', '55555']"
1,"['ขาย', 'บัตร', 'the', 'toy', '5', 'ใบ', 'ใบ', '180', 'บาท']"
1,"['ส่งต่อ', 'macbook', 'air', '2019', 'สีเทา', 'สเปซ', 'เกรย์', 'รุ่น', '13', 'นิ้ว', '128', 'gb', '18900', 'magic', 'mous', 'สี', 'ซิลเวอร์', '1200', 'นัด', 'รับได้', 'มอ', 'สภาพ', 'ดีมาก']"
1,"['ขาย', 'เครื่องบดกาแฟ', 'ซื้อ', '2600', 'ขายต่อ', '1900', 'ม', 'สภาพ', 'นางฟ้า', 'รูป', 'คับบ', 'น้อง', 'ซื้อ', 'กิน', 'เป็นส่วนใหญ่', 'แถม', 'กาแฟ', 'ปุก', 'แฟ', '100', 'g', 'คั่ว', 'เข้ม', 'นัด', 'รับได้', 'aspir', 'วงศ์', 'สว่าง', 'ม', 'ให้ได้']"
0,"['แมว', 'หาย', 'รบกวน', 'เพื่อน', 'ข่วย', 'แชร์', 'เจอ', 'ตัว', 'สี', 'ดำ', 'เพื่อน', 'น้อง', 'โดน', 'หมาไล่', 'หา', 'สอง', 'ตัว', 'สี', 'ขาว', 'เพศ', 'เมีย', 'สี', 'น้ำตาล', 'ขาว', 'แมว', 'ไทย', 'ตัว', 'อ้วน', 'หนา', 'เจอ', 'รบกวน', 'ติดต่อ', 'เบอร์', '0897923649', 'น้อง', 'หลุด', 'สะเพร่า', 'คน', 'ห้อง', 'ตั้งใจ', 'ปล่อย', 'น้องก้ตาม', 'ขอบคุณ', 'แขร์', 'หา', 'พระคุณ']"
1,"['เครื่องคิดเลข', 'รูป', 'ขาย', 'สนใจ']"
3,"['เชิญ', 'พ่อแม่', 'พี่น้อง', 'พี่ป้าน้าอามา', 'งาน', 'แข่งขัน', 'ดนตรี', 'ลูก', 'ลูก', 'หลาน', 'พาหลาน', 'งาน', 'อิ่ม', 'จุก', 'เสียง', 'ดนตรี', 'แน่นอน', 'โปรด', 'อย่า', 'พลาด', 'ทำ', 'บุญ', 'เอ้ย', 'สมัคร', 'KMUTNB', 'Music', 'Award', '2023', 'ดี', 'งัด', 'เจอ', 'วัย', 'รุ่นน', 'สมัคร', 'วง', 'ดนตรี', 'สากล', 'กติกา', 'เงื่อนไข', 'สมัคร', 'สนใจ', 'สมัคร', 'คลิก', 'สแกน', 'QR', 'Code', 'โปสเตอร์', 'สมัคร', '1', 'กุมภาพันธ์', '2566', 'รอบ', 'Audition', '89', 'กุมภาพันธ์', '2566', 'รอบ', 'Final', '16', 'กุมภาพันธ์', '2566', 'ลานสวนปาล์ม', 'มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนคร', 'เหนือ', 'ติดต่อ', 'สอบถาม', 'ข้อมูล', 'Fanpage', 'ชมรมดนตรี', 'พระจอมเกล้าพระนครเหนือ', 'ติดต่อ', 'เบอร์', '0624309101', 'สืบ', '0818087964', 'จั้ม', 'KMUTNBMusicAward', '2023', 'มจพ', 'kmutnb']"
0,"['ตามหา', 'บัตร', 'นศ', 'กาญจนา', 'พร', 'เดช', 'พล', 'ลืม', 'ตู้', 'atm', 'กรุงเทพ', 'หน้า', 'ตึก', '78', 'หาย', 'ศุกร์']"
1,"['หนังสือ', 'English', '80', 'บาท', 'นัด', 'มอ', 'มอ', 'ขาย']"
3,"['น้องๆ', 'หา', 'หอพัก', 'เงียบ', 'สงบ', 'บรรยากาศ', 'ดี', 'แนะนำ', 'หอพัก', '“อ', 'รอ', 'นง', 'ค์', '์', 'เด', 'นท', '์', 'ประตู', 'มอ', 'มจพ', 'เดิน', 'หอพัก', 'wifi', 'มีระบบ', 'ความปลอดภัย', 'เข้าออก', 'หอ', 'keycard', 'แม่บ้าน', 'กล้องวงจรปิด', 'ชั้น', 'เครื่องซักผ้า', 'หอ', 'ยังมี', 'โต๊ะ', 'หอ', 'นั่ง', 'ทำงาน', 'นั่งเล่น', 'รายละเอียด', 'ห้องพัก', 'ห้อง', 'เฟอร์นิเจอร์', 'โต๊ะ', 'เก้าอี้', 'ทำงาน', 'ตู้เสื้อผ้า', 'แอร์', 'ราวตากผ้า', 'ห้องพัก', 'เริ่มต้น', 'ราคา', '35004000', 'บาท', 'มัดจำ', '8000', 'ห้อง', 'ล่วงหน้า', '1', 'เดือน', 'ค่าน้ำ', 'เหมาจ่าย', '100', 'บาท', 'เดือน', 'ไฟ', 'หน่วย', '8', 'บาท', 'ซอย', 'วงศ์', 'สว่าง', '11', 'วงศ์', 'สว่าง', 'wong', 'sawang', 'bang', 'sue', 'bangkok', '10800', 'สนใจ', 'สอบถาม', 'รายละเอียด', 'ติดต่อ', '083', '703', '4779']"
0,"['พบเห็น', 'กุญแจ', 'PCX', 'ใส่', 'เค', 'รส', 'สี', 'ทอง', 'ตก', 'ไหม', 'คับ', 'ตก', 'แถว', 'วท', 'อ', 'เจอ', 'ทัก']"
3,"['ฝาก', 'Open', 'chat', 'สำหรับ', 'ซื้อขาย', 'มือ', '12', 'ละแวก', 'มจพหน่อย', 'อำนวย', 'สะดวก', 'สำหรับ', 'ต้องการ', 'ขาย', 'หา', 'สภาพ', 'ดี', 'ราคา', 'เชิญ', 'KMUTNB', 'มือ', '12', 'โปรด', 'แตะลิงก์', 'ล่าง', 'โอเพนแชท']"
1,"['ขาย', 'สัญญา', 'หอ', 'พัก', 'Time', 'mansion', 'ต้น', 'เดือน', 'ธันวา', 'สัญญา', '10000', 'บาท', 'ห้อง', 'เดือน', '4600', 'จ่าย', 'ต้น', 'เดือน', 'ถัด', '•', 'น้ำ', '4', 'หน่วย', '100', '฿', 'หน่วย', '17', 'ไฟ', '7', 'สแกน', 'ลาย', 'นิ้ว', 'มือ', '50', 'บาท', '•', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ตู้', 'เสื้อผ้า', '3', 'ประตู', '•', 'wifi', 'ฟรี', 'ซื้อ', 'เราท์เตอร์', '1000', 'จ่าย', 'จบ', '•', 'หอ', 'ร้าน', 'ตัด', 'ผม', 'ร้าน', 'กิน', 'แถว', '•', 'ใกล้เซเว่น', 'วิน', 'มอไซด์', 'สอบถาม', 'Linerrttyy', '1234', 'Tel0612845668', 'สนใจ', 'inbox', 'ขาย', 'สัญญาหอ', 'พัก']"
1,"['‼', 'ขาย', 'สัญญา', 'หอ', 'kin', 'hous', '‼', 'สัญญา', '8000', 'บาท', 'เข้าเดือน', '5500', 'บาท', '13500', 'บาท', 'ตอน', 'หมดสัญญา', 'ได้คืน', '8000', 'บาท', 'หมดสัญญา', 'กค', '2566', 'ห้อง', 'สไตล์', 'loft', 'ผนัง', 'นึง', 'สีแดง', 'ส้ม', 'สี', 'ห้อง', 'เหมือน', 'รูป', 'ห้อง', 'เดือน', '5500', '฿', 'ค่าน้ำ', '8', '฿', 'ไฟ', '18', '฿', 'ขั้นต่ำ', 'มีค่า', 'ส่วนกลาง', 'กุญแจ', 'คีย์', 'การ์ด', '2', 'ชุด', 'เสียเงิน', 'มีระบบ', 'รักษา', 'ความปลอดภัย', 'keycard', 'รปภ', 'หน้า', 'หอ', 'เวลา', 'กลางคืน', 'บันไดหนีไฟ', 'กลาง', 'หอ', 'ชั้น', 'free', 'wifi', '1', 'user', 'ใช้ได้', '4', 'เครื่อง', 'เครื่องซักผ้า', 'ชั้น', 'เครื่องกรองน้ำ', 'ฟรี', 'ชั้น', '1', 'จ่าย', 'ค่าเช่า', 'วันที่', '5', 'น้ำขวด', 'ฟรี', '1', 'แพ', 'ค', 'ที่นั่ง', 'ส่วนกลาง', 'โต๊ะกินข้าว', 'โต๊ะ', 'หน้า', 'หอ', 'โต๊ะ', 'สวน', 'โซฟา', 'เครื่องใช้ไฟฟ้า', 'ห้อง', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ทีวี', 'led', 'ตู้เย็น', 'เฟอร์นิเจอร์', 'เตียง', '35', 'ฟุต', '2', 'เตียง', 'โซฟา', '2', 'ที่นั่ง', 'โต๊ะเขียนหนังสือ', 'เก้าอี้', '2', 'ที่นั่ง', 'ตู้เสื้อผ้า', 'บิ้ว', 'อิน', '2', 'ฝั่ง', 'อ่าง', 'ล้างจาน', 'ชั้นวางของ', 'ระเบียง', 'ราวตากผ้า', 'ตัว', 'ห้องน้ำ', 'แบ่ง', 'โซน', 'เปียก', 'โซน', 'แห้ง', 'วาง', 'สำหรับ', 'อาบน้ำ', 'สนใจ', 'inbox', 'รูป', 'สอบถาม']"
1,"['ขาย', 'บัตร', 'the', 'toy', 'ส่งต่อ', '150', 'บาท', '2', 'ใบ', 'นัด', 'บัตร', 'หน้า', 'งาน', 'ติดธุระ']"
1,"['ขาย', 'ขาย', 'usb', '4', 'port', '120', 'บาท', 'ฟรี', 'em', 'usb', 'สนใจ', 'สินค้า', 'ทัก']"
1,"['ส่งต่อ', 'บัตร', 'whaldolph', 'x', 'dept', '2', 'ใบ', 'วันที่', '20']"
1,"['ขาย', 'สัญญา', 'หอ', 'พัก', 'U', 'life', 'Prime', 'เช่า', 'หอ', 'เดือน', '5900', '฿', 'สัญญา', '10000', '฿', 'ตึก', '3', 'ชั้น', '5', 'ระบบ', 'ปลอด', 'ภัย', 'ดี', 'คีย์การ์ด', 'อำนวจ', 'สะดวก', '•', 'เตียง', '35', 'ฟุต', '2', 'เตียง', '•', 'ตู้', 'เสื้อผ้า', '•', 'โต๊ะ', '•', 'ชั้น', 'วาง', '•', 'ตู้', 'เย็น', '•', 'ซิ๊งค์', 'ล้าง', 'จาน', '•', 'แอร์', '•', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'จอด', 'รถ', 'ยนต์', 'จอด', 'มอไซค์', 'ฟิตเนส', 'ไฟ', '8', '฿', 'น้ำ', '17', '฿', '711', 'ล่าง', 'หอ', 'ร้าน', 'คาเฟ่', 'ทัก', 'สอบถาม', 'ดู', 'รูป']"
3,"['หา', 'บ้าน', 'เช่า', 'มจพ', 'สัญญา', '6', 'เดือน', '3', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', 'งบ', '8000']"
1,"['ปล่อย', 'สัญญา', 'ห้อง', 'หอ', 'ธน', 'พัฒน', '์', 'รุ่งเรือง', '7800', 'บาท', 'ห้อง', 'พัดลม', 'เดือน', '2800', 'บาท', 'ตู้เสื้อผ้า', 'โต๊ะเครื่องแป้ง', 'โต๊ะกินข้าว', 'เตียง', '5', 'ฟุต', 'เร้า', 'เต', 'อร', '์', 'อินเตอร์เน็ต', 'ห้อง', '200200', 'mb', 'ไฟ', '7', 'น้ำ', '18', 'ที่จอดรถ', 'จักรยานยนต์', 'ที่จอดรถ', 'ยนต์', 'ติดกับ', 'ศูนย์', 'toyota', 'ซอ', 'ยวง', 'สว่าง', '4', 'นิดเดียว', 'เดิน', 'มอ', '700', 'เมตร']"
1,"['ส่งต่อ', 'หนังสือ', '2', 'เล่ม', 'ฟรี', 'หอ', 'คา', 'ริ', 'สม่า']"
1,"['apple', 'pencil', 'tips', '1', 'หัว', '200', 'บาท', 'ซื้อ', 'ustore', 'มอ', 'นัด', 'มอ']"
0,"['ผม', 'เจอ', 'ตก', 'แถว', 'สะพาน', 'มะ', 'เดี่ยว', 'เป็นเจ้าของ', 'ทัก', 'รับคืน']"
3,"['หา', 'สัญญาs9', 'ค้าบ']"
3,"['ตามหา', 'หนังสือ', 'เล่ม']"
0,"['น้อง', 'ศึกษา', 'คน', 'ทำ', 'บัตร', 'ขับขี่', 'หล่น', 'นั่ง', 'วิน', 'มอเตอร์ไซด์', 'ร้าน', 'เรือน', 'ชอุ่ม', 'Slow', 'Bar', 'Coffee', 'รบกวน', 'คน', 'รู้จัก', 'ติดต่อ', 'น้องที', 'ติดต่อ']"
1,"['ขออนุญาต', 'ปล่อย', 'รองเท้า', 'สภาพ', '1600', 'นัด', 'มอ']"
0,"['ตอนเที่ยง', 'ทานข้าว', 'ร้าน', 'โต๊ะ', '9', 'ลืม', 'เงิน', 'รึเปล่า', 'ร้าน', 'ตรงข้าม', 'ร้านเครื่องเขียน', 'บุญ', 'ชู', 'ติดต่อ', 'ร้าน']"
1,"['ส่งต่อ', 'กระเป๋า', 'ใส่', 'draft', 'portabl', 'ขนาด', 'a', '2', '52', 'x', '72', 'cm', 'สภาพ', '99', 'กันน้ำ', 'ดี', 'ซิป', 'ลื่น', 'แข็งแรง', 'ซื้อ', 'มาจาก', 'b', '2', 's', 'ของแท้', 'แน่นอน', 'ค้า', 'ส่งต่อ', '350', 'รส', 'นัด', 'มอ', 'ราคาคุย']"
